Pct	Region	Total	Hap	Aligned	Correct	Overall
20	Exome	83490	B	0.974572	0.950754	0.926578
20	NonConf	2375623	B	0.959440	0.777058	0.745541
20	Rep	3409357	B	0.962175	0.929697	0.894531
20	Alu	670528	B	0.947316	0.943945	0.894215
70	Total	10000000	B	0.969012	0.944128	0.914871
70	Exome	83490	B	0.974859	0.950584	0.926686
70	NonConf	2375623	B	0.958595	0.776861	0.744696
70	Rep	3409357	B	0.961087	0.929614	0.893440
70	Alu	670528	B	0.946987	0.943354	0.893344
50	Total	10000000	B	0.969102	0.944270	0.915094
50	Exome	83490	B	0.974871	0.951064	0.927165
50	NonConf	2375623	B	0.958846	0.777233	0.745246
50	Rep	3409357	B	0.961491	0.929815	0.894009
50	Alu	670528	B	0.946940	0.943666	0.893596
6	Total	10000000	B	0.969216	0.944159	0.915094
6	Exome	83490	B	0.974572	0.950988	0.926806
6	NonConf	2375623	B	0.959520	0.776770	0.745326
6	Rep	3409357	B	0.962216	0.929495	0.894376
6	Alu	670528	B	0.947252	0.943773	0.893991
15	Total	10000000	B	0.969303	0.944229	0.915243
15	Exome	83490	B	0.974704	0.950982	0.926925
15	NonConf	2375623	B	0.959572	0.777063	0.745648
15	Rep	3409357	B	0.962275	0.929669	0.894597
15	Alu	670528	B	0.947474	0.943919	0.894338
40	Total	10000000	B	0.969159	0.944262	0.915140
40	Exome	83490	B	0.974823	0.950914	0.926973
40	NonConf	2375623	B	0.958973	0.777207	0.745320
40	Rep	3409357	B	0.961592	0.929802	0.894090
40	Alu	670528	B	0.947115	0.943708	0.893800
90	Total	10000000	B	0.968808	0.943882	0.914440
90	Exome	83490	B	0.974440	0.950403	0.926111
90	NonConf	2375623	B	0.957883	0.776171	0.743482
90	Rep	3409357	B	0.960455	0.929193	0.892447
90	Alu	670528	B	0.947107	0.942958	0.893083
10	Total	10000000	B	0.969324	0.944227	0.915261
10	Exome	83490	B	0.974680	0.951079	0.926997
10	NonConf	2375623	B	0.959622	0.777048	0.745673
10	Rep	3409357	B	0.962330	0.929640	0.894620
10	Alu	670528	B	0.947522	0.943918	0.894383
30	Total	10000000	B	0.969151	0.944256	0.915126
30	Exome	83490	B	0.974680	0.950796	0.926722
30	NonConf	2375623	B	0.959189	0.777134	0.745418
30	Rep	3409357	B	0.961962	0.929721	0.894356
30	Alu	670528	B	0.946985	0.943919	0.893878
80	Total	10000000	B	0.968888	0.944000	0.914630
80	Exome	83490	B	0.974584	0.950644	0.926482
80	NonConf	2375623	B	0.958222	0.776543	0.744101
80	Rep	3409357	B	0.960764	0.929390	0.892925
80	Alu	670528	B	0.947081	0.943209	0.893295
2	Total	10000000	B	0.967938	0.943800	0.913540
2	Exome	83490	B	0.973961	0.950846	0.926087
2	NonConf	2375623	B	0.957947	0.775287	0.742683
2	Rep	3409357	B	0.960766	0.928947	0.892500
2	Alu	670528	B	0.945109	0.943409	0.891624
100	Total	10000000	A	0.968234	0.943360	0.913393
100	Exome	83482	A	0.972976	0.949487	0.923828
100	NonConf	2375567	A	0.956332	0.774472	0.740652
100	Rep	3409405	A	0.958986	0.928152	0.890085
100	Alu	670574	A	0.943923	0.941193	0.888414
100	Total	10000000	B	0.968260	0.943501	0.913554
100	Exome	83490	B	0.972907	0.949722	0.923991
100	NonConf	2375623	B	0.956382	0.775019	0.741214
100	Rep	3409357	B	0.958985	0.928295	0.890222
100	Alu	670528	B	0.943916	0.941089	0.888309
