Pct	RareSNPs	Total	Hap	Aligned	Correct	Overall
20	2	358	B	0.935754	1.000000	0.935754
20	3	36	B	1.000000	1.000000	1.000000
6	0	7598108	B	0.971408	0.995824	0.967351
6	1	25875	B	0.925836	0.997120	0.923169
6	2	358	B	0.804469	0.996528	0.801676
6	3	36	B	0.638889	1.000000	0.638889
15	0	7598108	B	0.971488	0.995756	0.967365
15	1	25875	B	0.952271	0.997890	0.950261
15	2	358	B	0.935754	1.000000	0.935754
15	3	36	B	0.972222	1.000000	0.972222
30	0	7598108	B	0.971129	0.995671	0.966925
30	1	25875	B	0.962473	0.999076	0.961585
30	2	358	B	0.958101	1.000000	0.958101
30	3	36	B	1.000000	1.000000	1.000000
4	0	7598108	B	0.970937	0.995824	0.966883
4	1	25875	B	0.924754	0.996991	0.921971
4	2	358	B	0.801676	0.986063	0.790503
4	3	36	B	0.638889	1.000000	0.638889
40	0	7598108	B	0.970943	0.995618	0.966688
40	1	25875	B	0.963324	0.998997	0.962357
40	2	358	B	0.958101	1.000000	0.958101
40	3	36	B	1.000000	1.000000	1.000000
50	0	7593243	A	0.970718	0.995576	0.966423
50	1	30500	A	0.965803	0.998982	0.964820
50	2	645	A	0.964341	1.000000	0.964341
50	3	43	A	0.883721	1.000000	0.883721
50	4	2	A	1.000000	1.000000	1.000000
60	0	7593243	A	0.970529	0.995541	0.966202
60	1	30500	A	0.965508	0.999049	0.964590
60	2	645	A	0.964341	0.996785	0.961240
60	3	43	A	0.906977	1.000000	0.906977
60	4	2	A	1.000000	1.000000	1.000000
80	0	7593243	A	0.970213	0.995565	0.965909
80	1	30500	A	0.965082	0.999049	0.964164
80	2	645	A	0.964341	0.995177	0.959690
80	3	43	A	0.906977	1.000000	0.906977
80	4	2	A	1.000000	1.000000	1.000000
70	0	7593243	A	0.970436	0.995518	0.966086
70	1	30500	A	0.965311	0.999117	0.964459
70	2	645	A	0.964341	0.996785	0.961240
70	3	43	A	0.906977	1.000000	0.906977
70	4	2	A	1.000000	1.000000	1.000000
90	0	7593243	A	0.970096	0.995539	0.965768
90	1	30500	A	0.965377	0.999049	0.964459
90	2	645	A	0.962791	0.995169	0.958140
90	3	43	A	0.906977	1.000000	0.906977
90	4	2	A	1.000000	1.000000	1.000000
100	0	7593243	A	0.969956	0.995539	0.965629
100	1	30500	A	0.965508	0.999083	0.964623
100	2	645	A	0.961240	0.996774	0.958140
100	3	43	A	0.883721	1.000000	0.883721
100	4	2	A	1.000000	1.000000	1.000000
50	0	7598108	B	0.970727	0.995614	0.966470
50	1	25875	B	0.963440	0.998957	0.962435
50	2	358	B	0.958101	1.000000	0.958101
50	3	36	B	1.000000	1.000000	1.000000
60	0	7598108	B	0.970541	0.995575	0.966246
60	1	25875	B	0.963478	0.998997	0.962512
60	2	358	B	0.958101	1.000000	0.958101
60	3	36	B	1.000000	1.000000	1.000000
80	0	7598108	B	0.970228	0.995584	0.965943
80	1	25875	B	0.963826	0.998797	0.962667
80	2	358	B	0.958101	1.000000	0.958101
80	3	36	B	1.000000	1.000000	1.000000
100	0	7598108	B	0.969971	0.995551	0.965656
100	1	25875	B	0.964599	0.998678	0.963324
100	2	358	B	0.960894	1.000000	0.960894
100	3	36	B	1.000000	1.000000	1.000000
70	0	7598108	B	0.970445	0.995547	0.966123
70	1	25875	B	0.963671	0.998917	0.962628
70	2	358	B	0.958101	1.000000	0.958101
70	3	36	B	1.000000	1.000000	1.000000
90	0	7598108	B	0.970114	0.995553	0.965800
90	1	25875	B	0.964444	0.998718	0.963208
90	2	358	B	0.958101	1.000000	0.958101
90	3	36	B	1.000000	1.000000	1.000000
