Pct	RareSNPs	Total	Hap	Aligned	Correct	Overall
70	4	2	A	1.000000	1.000000	1.000000
80	0	7593243	A	0.970429	0.995651	0.966209
80	1	30500	A	0.965869	0.999016	0.964918
80	2	645	A	0.962791	0.998390	0.961240
80	3	43	A	0.930233	1.000000	0.930233
80	4	2	A	1.000000	1.000000	1.000000
90	0	7593243	A	0.970286	0.995628	0.966044
90	1	30500	A	0.965607	0.999049	0.964689
90	2	645	A	0.962791	0.998390	0.961240
90	3	43	A	0.883721	1.000000	0.883721
90	4	2	A	1.000000	1.000000	1.000000
2	0	7598108	B	0.969945	0.995809	0.965880
2	1	25875	B	0.922821	0.996985	0.920039
2	2	358	B	0.798883	0.989510	0.790503
2	3	36	B	0.638889	1.000000	0.638889
10	0	7598108	B	0.971600	0.995808	0.967527
10	1	25875	B	0.935652	0.997811	0.933604
10	2	358	B	0.868715	1.000000	0.868715
10	3	36	B	0.888889	1.000000	0.888889
4	0	7598108	B	0.970939	0.995828	0.966888
4	1	25875	B	0.924754	0.997075	0.922048
4	2	358	B	0.804469	0.986111	0.793296
4	3	36	B	0.638889	1.000000	0.638889
15	0	7598108	B	0.971513	0.995763	0.967396
15	1	25875	B	0.952271	0.997687	0.950068
15	2	358	B	0.927374	1.000000	0.927374
15	3	36	B	0.972222	1.000000	0.972222
6	0	7598108	B	0.971406	0.995832	0.967357
6	1	25875	B	0.925913	0.997162	0.923285
6	2	358	B	0.807263	0.986159	0.796089
6	3	36	B	0.638889	1.000000	0.638889
8	0	7598108	B	0.971590	0.995821	0.967530
8	1	25875	B	0.926493	0.997247	0.923942
8	2	358	B	0.801676	1.000000	0.801676
8	3	36	B	0.638889	1.000000	0.638889
20	0	7598108	B	0.971402	0.995744	0.967268
20	1	25875	B	0.957643	0.998466	0.956174
20	2	358	B	0.935754	1.000000	0.935754
20	3	36	B	1.000000	1.000000	1.000000
30	0	7598108	B	0.971195	0.995707	0.967026
30	1	25875	B	0.962242	0.998996	0.961275
30	2	358	B	0.955307	1.000000	0.955307
30	3	36	B	1.000000	1.000000	1.000000
40	0	7598108	B	0.971030	0.995675	0.966830
40	1	25875	B	0.963517	0.999037	0.962589
40	2	358	B	0.955307	1.000000	0.955307
40	3	36	B	1.000000	1.000000	1.000000
60	0	7598108	B	0.970696	0.995708	0.966530
60	1	25875	B	0.964483	0.998838	0.963362
60	2	358	B	0.952514	1.000000	0.952514
60	3	36	B	1.000000	1.000000	1.000000
50	0	7598108	B	0.970853	0.995685	0.966663
50	1	25875	B	0.963787	0.998797	0.962628
50	2	358	B	0.952514	1.000000	0.952514
50	3	36	B	1.000000	1.000000	1.000000
70	0	7598108	B	0.970583	0.995709	0.966417
70	1	25875	B	0.964174	0.998958	0.963169
70	2	358	B	0.955307	1.000000	0.955307
70	3	36	B	1.000000	1.000000	1.000000
80	0	7598108	B	0.970442	0.995676	0.966245
80	1	25875	B	0.964329	0.999038	0.963401
80	2	358	B	0.955307	1.000000	0.955307
80	3	36	B	1.000000	1.000000	1.000000
90	0	7598108	B	0.970297	0.995652	0.966079
90	1	25875	B	0.964638	0.998918	0.963594
90	2	358	B	0.960894	1.000000	0.960894
90	3	36	B	1.000000	1.000000	1.000000
100	0	7593243	A	0.969956	0.995539	0.965629
100	1	30500	A	0.965508	0.999083	0.964623
100	2	645	A	0.961240	0.996774	0.958140
100	3	43	A	0.883721	1.000000	0.883721
100	4	2	A	1.000000	1.000000	1.000000
100	0	7598108	B	0.969971	0.995551	0.965656
100	1	25875	B	0.964599	0.998678	0.963324
100	2	358	B	0.960894	1.000000	0.960894
100	3	36	B	1.000000	1.000000	1.000000
