Pct	Region	Total	Hap	Aligned	Correct	Overall
30	Total	8380607	A	0.990586	0.998153	0.988756
30	Exome	73785	A	0.993888	0.995991	0.989903
30	NonConf	1182366	A	0.982066	0.990789	0.973020
30	Rep	2673976	A	0.986149	0.995296	0.981511
30	Alu	560203	A	0.970864	0.995308	0.966309
40	Total	8380607	A	0.990709	0.998096	0.988823
40	Exome	73785	A	0.993901	0.996005	0.989930
40	NonConf	1182366	A	0.982550	0.990593	0.973308
40	Rep	2673976	A	0.986250	0.995129	0.981446
40	Alu	560203	A	0.971207	0.995025	0.966375
60	Total	8380607	A	0.990715	0.998057	0.988791
60	Exome	73785	A	0.993820	0.995772	0.989618
60	NonConf	1182366	A	0.982650	0.990521	0.973336
60	Rep	2673976	A	0.986192	0.995054	0.981314
60	Alu	560203	A	0.971323	0.994773	0.966246
50	Total	8380607	A	0.990687	0.998096	0.988801
50	Exome	73785	A	0.993874	0.995977	0.989876
50	NonConf	1182366	A	0.982535	0.990592	0.973291
50	Rep	2673976	A	0.986213	0.995126	0.981407
50	Alu	560203	A	0.971127	0.995019	0.966289
0	Total	8380607	B	0.988731	0.998088	0.986840
0	Exome	73785	B	0.993386	0.996303	0.989713
0	NonConf	1182366	B	0.978338	0.990310	0.968858
0	Rep	2673976	B	0.984091	0.995128	0.979297
0	Alu	560203	B	0.968147	0.995365	0.963660
8	Total	8380607	B	0.990776	0.998150	0.988943
8	Exome	73785	B	0.994037	0.996264	0.990323
8	NonConf	1182366	B	0.982650	0.990677	0.973489
8	Rep	2673976	B	0.986517	0.995272	0.981853
8	Alu	560203	B	0.971805	0.995476	0.967408
4	Total	8380607	B	0.990523	0.998122	0.988663
4	Exome	73785	B	0.993955	0.996305	0.990283
4	NonConf	1182366	B	0.982130	0.990514	0.972813
4	Rep	2673976	B	0.986160	0.995202	0.981429
4	Alu	560203	B	0.971021	0.995428	0.966582
6	Total	8380607	B	0.990724	0.998139	0.988880
6	Exome	73785	B	0.994010	0.996264	0.990296
6	NonConf	1182366	B	0.982544	0.990614	0.973322
6	Rep	2673976	B	0.986435	0.995238	0.981737
6	Alu	560203	B	0.971560	0.995443	0.967133
10	Total	8380607	B	0.990791	0.998151	0.988960
10	Exome	73785	B	0.994023	0.996264	0.990310
10	NonConf	1182366	B	0.982697	0.990682	0.973539
10	Rep	2673976	B	0.986533	0.995274	0.981870
10	Alu	560203	B	0.971839	0.995474	0.967440
15	Total	8380607	B	0.990779	0.998156	0.988951
15	Exome	73785	B	0.993996	0.996305	0.990323
15	NonConf	1182366	B	0.982666	0.990719	0.973546
15	Rep	2673976	B	0.986500	0.995284	0.981847
15	Alu	560203	B	0.971739	0.995494	0.967360
20	Total	8380607	B	0.990752	0.998158	0.988927
20	Exome	73785	B	0.993928	0.996332	0.990283
20	NonConf	1182366	B	0.982606	0.990726	0.973493
20	Rep	2673976	B	0.986446	0.995282	0.981791
20	Alu	560203	B	0.971601	0.995488	0.967217
30	Total	8380607	B	0.990687	0.998167	0.988871
30	Exome	73785	B	0.993928	0.996277	0.990228
30	NonConf	1182366	B	0.982402	0.990791	0.973355
30	Rep	2673976	B	0.986320	0.995301	0.981686
30	Alu	560203	B	0.971373	0.995494	0.966996
2	Total	8380607	B	0.990006	0.998102	0.988127
2	Exome	73785	B	0.993820	0.996332	0.990174
2	NonConf	1182366	B	0.981082	0.990394	0.971658
2	Rep	2673976	B	0.985482	0.995163	0.980716
2	Alu	560203	B	0.969802	0.995385	0.965327
40	Total	8380607	B	0.990777	0.998115	0.988909
40	Exome	73785	B	0.993915	0.996209	0.990147
40	NonConf	1182366	B	0.982765	0.990614	0.973541
40	Rep	2673976	B	0.986374	0.995158	0.981598
40	Alu	560203	B	0.971650	0.995231	0.967016
50	Total	8380607	B	0.990752	0.998117	0.988887
50	Exome	73785	B	0.993915	0.996223	0.990161
50	NonConf	1182366	B	0.982736	0.990616	0.973514
50	Rep	2673976	B	0.986345	0.995163	0.981574
50	Alu	560203	B	0.971587	0.995227	0.966949
60	Total	8380607	B	0.990763	0.998082	0.988862
60	Exome	73785	B	0.993847	0.996086	0.989957
60	NonConf	1182366	B	0.982800	0.990592	0.973554
60	Rep	2673976	B	0.986274	0.995101	0.981442
60	Alu	560203	B	0.971601	0.994992	0.966735
80	Total	8380607	A	0.990698	0.998018	0.988735
80	Exome	73785	A	0.993495	0.995798	0.989320
80	NonConf	1182366	A	0.982654	0.990552	0.973370
80	Rep	2673976	A	0.986125	0.994991	0.981186
80	Alu	560203	A	0.971553	0.994696	0.966400
90	Total	8380607	A	0.990669	0.997997	0.988685
90	Exome	73785	A	0.993413	0.995757	0.989198
90	NonConf	1182366	A	0.982535	0.990561	0.973260
90	Rep	2673976	A	0.986010	0.994960	0.981040
90	Alu	560203	A	0.971575	0.994611	0.966339
70	Total	8380607	A	0.990690	0.998060	0.988768
70	Exome	73785	A	0.993806	0.995786	0.989618
70	NonConf	1182366	A	0.982603	0.990536	0.973304
70	Rep	2673976	A	0.986157	0.995068	0.981293
70	Alu	560203	A	0.971300	0.994779	0.966228
80	Total	8380607	B	0.990733	0.998051	0.988802
80	Exome	73785	B	0.993535	0.996180	0.989740
80	NonConf	1182366	B	0.982765	0.990626	0.973553
80	Rep	2673976	B	0.986176	0.995060	0.981305
80	Alu	560203	B	0.971760	0.994925	0.966828
90	Total	8380607	B	0.990696	0.998018	0.988732
90	Exome	73785	B	0.993427	0.996098	0.989551
90	NonConf	1182366	B	0.982623	0.990607	0.973393
90	Rep	2673976	B	0.986047	0.995005	0.981122
90	Alu	560203	B	0.971676	0.994805	0.966628
70	Total	8380607	B	0.990736	0.998080	0.988833
70	Exome	73785	B	0.993833	0.996086	0.989944
70	NonConf	1182366	B	0.982757	0.990573	0.973493
70	Rep	2673976	B	0.986233	0.995102	0.981402
70	Alu	560203	B	0.971567	0.995004	0.966714
