Pct	DelSNPs	Total	Hap	Aligned	Correct	Overall
2	1	2727	B	0.984965	1.000000	0.984965
2	2	186	B	0.978495	1.000000	0.978495
2	3	26	B	1.000000	1.000000	1.000000
2	4	3	B	1.000000	1.000000	1.000000
8	0	9997058	B	0.988850	0.945096	0.934558
8	1	2727	B	0.992299	1.000000	0.992299
8	2	186	B	0.994624	1.000000	0.994624
8	3	26	B	1.000000	1.000000	1.000000
8	4	3	B	1.000000	1.000000	1.000000
10	0	9997058	B	0.988937	0.945137	0.934681
10	1	2727	B	0.993399	1.000000	0.993399
10	2	186	B	0.994624	1.000000	0.994624
10	3	26	B	1.000000	1.000000	1.000000
10	4	3	B	1.000000	1.000000	1.000000
15	0	9997058	B	0.988935	0.945188	0.934729
15	1	2727	B	0.993033	1.000000	0.993033
15	2	186	B	0.994624	1.000000	0.994624
15	3	26	B	1.000000	1.000000	1.000000
15	4	3	B	1.000000	1.000000	1.000000
20	0	9997058	B	0.988865	0.945165	0.934640
20	1	2727	B	0.993033	1.000000	0.993033
20	2	186	B	0.994624	1.000000	0.994624
20	3	26	B	1.000000	1.000000	1.000000
20	4	3	B	0.666667	1.000000	0.666667
80	0	9997058	B	0.988384	0.945125	0.934146
80	1	2727	B	0.992299	1.000000	0.992299
80	2	186	B	0.989247	1.000000	0.989247
80	3	26	B	1.000000	1.000000	1.000000
80	4	3	B	0.666667	1.000000	0.666667
30	0	9997058	B	0.988745	0.945151	0.934514
30	1	2727	B	0.992666	1.000000	0.992666
30	2	186	B	0.994624	1.000000	0.994624
30	3	26	B	1.000000	1.000000	1.000000
30	4	3	B	0.666667	1.000000	0.666667
60	0	9997058	B	0.988513	0.945117	0.934260
60	1	2727	B	0.990832	1.000000	0.990832
60	2	186	B	0.989247	1.000000	0.989247
60	3	26	B	1.000000	1.000000	1.000000
60	4	3	B	1.000000	1.000000	1.000000
70	0	9997058	B	0.988435	0.945115	0.934184
70	1	2727	B	0.991933	1.000000	0.991933
70	2	186	B	0.989247	1.000000	0.989247
70	3	26	B	1.000000	1.000000	1.000000
70	4	3	B	0.666667	1.000000	0.666667
90	0	9997058	B	0.988331	0.945121	0.934093
90	1	2727	B	0.991933	1.000000	0.991933
90	2	186	B	0.989247	1.000000	0.989247
90	3	26	B	1.000000	1.000000	1.000000
90	4	3	B	0.666667	1.000000	0.666667
40	0	9997058	B	0.988645	0.945125	0.934393
40	1	2727	B	0.992299	1.000000	0.992299
40	2	186	B	0.989247	1.000000	0.989247
40	3	26	B	1.000000	1.000000	1.000000
40	4	3	B	1.000000	1.000000	1.000000
50	0	9997058	B	0.988563	0.945117	0.934308
50	1	2727	B	0.991933	1.000000	0.991933
50	2	186	B	0.989247	1.000000	0.989247
50	3	26	B	1.000000	1.000000	1.000000
50	4	3	B	1.000000	1.000000	1.000000
