Pct	Region	Total	Hap	Aligned	Correct	Overall
8	Total	8380607	A	0.991292	0.998297	0.989604
8	Exome	73785	A	0.993983	0.996073	0.990079
8	NonConf	1182366	A	0.984771	0.991700	0.976598
8	Rep	2673976	A	0.987509	0.995755	0.983317
8	Alu	560203	A	0.975118	0.996137	0.971351
10	Total	8380607	A	0.991331	0.998291	0.989637
10	Exome	73785	A	0.994050	0.996114	0.990188
10	NonConf	1182366	A	0.984824	0.991715	0.976665
10	Rep	2673976	A	0.987541	0.995737	0.983331
10	Alu	560203	A	0.975170	0.996108	0.971375
20	Total	8380607	A	0.991221	0.998203	0.989440
20	Exome	73785	A	0.994010	0.995991	0.990025
20	NonConf	1182366	A	0.984325	0.991409	0.975870
20	Rep	2673976	A	0.987239	0.995500	0.982797
20	Alu	560203	A	0.974450	0.995393	0.969961
40	Total	8380607	A	0.990940	0.998056	0.989014
40	Exome	73785	A	0.993969	0.995705	0.989700
40	NonConf	1182366	A	0.983399	0.990933	0.974483
40	Rep	2673976	A	0.986562	0.995097	0.981724
40	Alu	560203	A	0.972703	0.994317	0.967174
90	Total	8380607	A	0.990467	0.997846	0.988334
90	Exome	73785	A	0.992614	0.995918	0.988561
90	NonConf	1182366	A	0.981901	0.990287	0.972363
90	Rep	2673976	A	0.985406	0.994516	0.980002
90	Alu	560203	A	0.969645	0.993001	0.962858
50	Total	8380607	A	0.990819	0.997996	0.988834
50	Exome	73785	A	0.993861	0.995773	0.989659
50	NonConf	1182366	A	0.983019	0.990747	0.973923
50	Rep	2673976	A	0.986286	0.994929	0.981284
50	Alu	560203	A	0.971991	0.993894	0.966055
60	Total	8380607	A	0.990717	0.997936	0.988672
60	Exome	73785	A	0.993861	0.995718	0.989605
60	NonConf	1182366	A	0.982658	0.990557	0.973378
60	Rep	2673976	A	0.986018	0.994769	0.980860
60	Alu	560203	A	0.971153	0.993482	0.964823
80	Total	8380607	A	0.990540	0.997876	0.988436
80	Exome	73785	A	0.992614	0.995877	0.988521
80	NonConf	1182366	A	0.982108	0.990378	0.972658
80	Rep	2673976	A	0.985610	0.994605	0.980293
80	Alu	560203	A	0.970164	0.993214	0.963581
0	Total	8380607	B	0.988731	0.998088	0.986840
0	Exome	73785	B	0.993386	0.996303	0.989713
0	NonConf	1182366	B	0.978338	0.990310	0.968858
0	Rep	2673976	B	0.984091	0.995128	0.979297
0	Alu	560203	B	0.968147	0.995365	0.963660
2	Total	8380607	B	0.990209	0.998222	0.988449
2	Exome	73785	B	0.993820	0.996318	0.990161
2	NonConf	1182366	B	0.982077	0.991077	0.973314
2	Rep	2673976	B	0.986078	0.995503	0.981644
2	Alu	560203	B	0.972210	0.996032	0.968353
6	Total	8380607	B	0.991213	0.998312	0.989540
6	Exome	73785	B	0.993996	0.996128	0.990147
6	NonConf	1182366	B	0.984592	0.991738	0.976457
6	Rep	2673976	B	0.987428	0.995762	0.983244
6	Alu	560203	B	0.974989	0.996316	0.971398
10	Total	8380607	B	0.991345	0.998301	0.989660
10	Exome	73785	B	0.994037	0.996114	0.990174
10	NonConf	1182366	B	0.984822	0.991735	0.976682
10	Rep	2673976	B	0.987544	0.995739	0.983336
10	Alu	560203	B	0.975182	0.996182	0.971459
4	Total	8380607	B	0.990904	0.998285	0.989204
4	Exome	73785	B	0.993901	0.996264	0.990188
4	NonConf	1182366	B	0.983870	0.991514	0.975520
4	Rep	2673976	B	0.987043	0.995678	0.982777
4	Alu	560203	B	0.974138	0.996225	0.970461
100	Total	8380607	B	0.990401	0.997842	0.988263
100	Exome	73785	B	0.992207	0.996162	0.988399
100	NonConf	1182366	B	0.981726	0.990231	0.972136
100	Rep	2673976	B	0.985257	0.994490	0.979828
100	Alu	560203	B	0.969129	0.992940	0.962287
15	Total	8380607	B	0.991293	0.998272	0.989580
15	Exome	73785	B	0.993969	0.996141	0.990133
15	NonConf	1182366	B	0.984575	0.991675	0.976379
15	Rep	2673976	B	0.987393	0.995663	0.983110
15	Alu	560203	B	0.974859	0.995902	0.970864
30	Total	8380607	B	0.991095	0.998150	0.989262
30	Exome	73785	B	0.993942	0.995882	0.989849
30	NonConf	1182366	B	0.983909	0.991235	0.975284
30	Rep	2673976	B	0.986906	0.995336	0.982303
30	Alu	560203	B	0.973651	0.994995	0.968777
40	Total	8380607	B	0.990951	0.998077	0.989046
40	Exome	73785	B	0.993915	0.995677	0.989618
40	NonConf	1182366	B	0.983448	0.991021	0.974618
40	Rep	2673976	B	0.986562	0.995146	0.981774
40	Alu	560203	B	0.972730	0.994436	0.967317
8	Total	8380607	B	0.991329	0.998314	0.989658
8	Exome	73785	B	0.993983	0.996182	0.990188
8	NonConf	1182366	B	0.984813	0.991789	0.976726
8	Rep	2673976	B	0.987560	0.995769	0.983381
8	Alu	560203	B	0.975271	0.996264	0.971628
60	Total	8380607	B	0.990723	0.997947	0.988690
60	Exome	73785	B	0.993806	0.995691	0.989524
60	NonConf	1182366	B	0.982688	0.990600	0.973451
60	Rep	2673976	B	0.986008	0.994784	0.980865
60	Alu	560203	B	0.971102	0.993541	0.964829
70	Total	8380607	B	0.990638	0.997912	0.988569
70	Exome	73785	B	0.993291	0.995770	0.989090
70	NonConf	1182366	B	0.982404	0.990431	0.973003
70	Rep	2673976	B	0.985811	0.994682	0.980568
70	Alu	560203	B	0.970737	0.993391	0.964322
20	Total	8380607	B	0.991231	0.998225	0.989471
20	Exome	73785	B	0.993955	0.996100	0.990079
20	NonConf	1182366	B	0.984358	0.991494	0.975985
20	Rep	2673976	B	0.987232	0.995533	0.982823
20	Alu	560203	B	0.974422	0.995451	0.969989
90	Total	8380607	B	0.990477	0.997857	0.988354
90	Exome	73785	B	0.992505	0.996108	0.988643
90	NonConf	1182366	B	0.981924	0.990265	0.972366
90	Rep	2673976	B	0.985403	0.994546	0.980029
90	Alu	560203	B	0.969668	0.993126	0.963003
50	Total	8380607	B	0.990828	0.998012	0.988858
50	Exome	73785	B	0.993793	0.995786	0.989605
50	NonConf	1182366	B	0.983047	0.990783	0.973986
50	Rep	2673976	B	0.986283	0.994951	0.981303
50	Alu	560203	B	0.971985	0.993963	0.966118
80	Total	8380607	B	0.990549	0.997884	0.988453
80	Exome	73785	B	0.992505	0.996122	0.988656
80	NonConf	1182366	B	0.982137	0.990344	0.972653
80	Rep	2673976	B	0.985609	0.994609	0.980296
80	Alu	560203	B	0.970191	0.993305	0.963695
