Pct	RareSNPs	Total	Hap	Aligned	Correct	Overall
70	4	2	A	1.000000	1.000000	1.000000
80	0	7593243	A	0.970843	0.995828	0.966792
80	1	30500	A	0.960066	0.997985	0.958131
80	2	645	A	0.947287	0.995090	0.942636
80	3	43	A	0.767442	1.000000	0.767442
80	4	2	A	1.000000	1.000000	1.000000
90	0	7593243	A	0.970712	0.995875	0.966708
90	1	30500	A	0.960262	0.997951	0.958295
90	2	645	A	0.948837	0.995098	0.944186
90	3	43	A	0.767442	1.000000	0.767442
90	4	2	A	1.000000	1.000000	1.000000
2	0	7598108	B	0.969906	0.995777	0.965810
2	1	25875	B	0.922473	0.996942	0.919652
2	2	358	B	0.798883	0.989510	0.790503
2	3	36	B	0.638889	1.000000	0.638889
6	0	7598108	B	0.971246	0.995806	0.967172
6	1	25875	B	0.925565	0.996994	0.922783
6	2	358	B	0.804469	0.989583	0.796089
6	3	36	B	0.638889	1.000000	0.638889
4	0	7598108	B	0.970821	0.995799	0.966743
4	1	25875	B	0.924599	0.996990	0.921816
4	2	358	B	0.801676	0.989547	0.793296
4	3	36	B	0.638889	1.000000	0.638889
8	0	7598108	B	0.971414	0.995810	0.967343
8	1	25875	B	0.926802	0.996956	0.923981
8	2	358	B	0.826816	0.989865	0.818436
8	3	36	B	0.777778	1.000000	0.777778
20	0	7598108	B	0.971346	0.995801	0.967267
20	1	25875	B	0.952734	0.997485	0.950338
20	2	358	B	0.952514	0.991202	0.944134
20	3	36	B	1.000000	1.000000	1.000000
10	0	7598108	B	0.971428	0.995808	0.967356
10	1	25875	B	0.938589	0.997200	0.935961
10	2	358	B	0.899441	0.990683	0.891061
10	3	36	B	0.944444	1.000000	0.944444
30	0	7598108	B	0.971253	0.995810	0.967183
30	1	25875	B	0.955942	0.997574	0.953623
30	2	358	B	0.949721	0.991176	0.941341
30	3	36	B	1.000000	1.000000	1.000000
15	0	7598108	B	0.971393	0.995805	0.967318
15	1	25875	B	0.949952	0.997478	0.947556
15	2	358	B	0.932961	0.991018	0.924581
15	3	36	B	0.972222	1.000000	0.972222
40	0	7598108	B	0.971161	0.995824	0.967106
40	1	25875	B	0.956831	0.997657	0.954589
40	2	358	B	0.946927	0.991150	0.938547
40	3	36	B	1.000000	1.000000	1.000000
60	0	7598108	B	0.971038	0.995834	0.966993
60	1	25875	B	0.957836	0.997700	0.955633
60	2	358	B	0.952514	0.991202	0.944134
60	3	36	B	1.000000	1.000000	1.000000
50	0	7598108	B	0.971103	0.995833	0.967057
50	1	25875	B	0.957256	0.997699	0.955053
50	2	358	B	0.949721	0.991176	0.941341
50	3	36	B	1.000000	1.000000	1.000000
80	0	7598108	B	0.970897	0.995868	0.966886
80	1	25875	B	0.958377	0.997701	0.956174
80	2	358	B	0.955307	0.991228	0.946927
80	3	36	B	1.000000	1.000000	1.000000
70	0	7598108	B	0.970962	0.995848	0.966931
70	1	25875	B	0.957720	0.997700	0.955517
70	2	358	B	0.958101	0.991254	0.949721
70	3	36	B	1.000000	1.000000	1.000000
90	0	7598108	B	0.970765	0.995905	0.966790
90	1	25875	B	0.958570	0.997823	0.956483
90	2	358	B	0.955307	0.991228	0.946927
90	3	36	B	1.000000	1.000000	1.000000
100	0	7593243	A	0.969956	0.995539	0.965629
100	1	30500	A	0.965508	0.999083	0.964623
100	2	645	A	0.961240	0.996774	0.958140
100	3	43	A	0.883721	1.000000	0.883721
100	4	2	A	1.000000	1.000000	1.000000
100	0	7598108	B	0.969971	0.995551	0.965656
100	1	25875	B	0.964599	0.998678	0.963324
100	2	358	B	0.960894	1.000000	0.960894
