Pct	Region	Total	Hap	Aligned	Correct	Overall
15	Exome	83490	B	0.974811	0.951000	0.927045
15	NonConf	2375623	B	0.959787	0.777118	0.745868
15	Rep	3409357	B	0.962393	0.929667	0.894706
15	Alu	670528	B	0.947634	0.943903	0.894474
20	Total	10000000	B	0.969388	0.944248	0.915343
20	Exome	83490	B	0.974680	0.951104	0.927021
20	NonConf	2375623	B	0.959680	0.777136	0.745802
20	Rep	3409357	B	0.962300	0.929700	0.894650
20	Alu	670528	B	0.947476	0.943915	0.894337
10	Total	10000000	B	0.969439	0.944237	0.915381
10	Exome	83490	B	0.974799	0.951183	0.927213
10	NonConf	2375623	B	0.959829	0.777110	0.745892
10	Rep	3409357	B	0.962437	0.929643	0.894723
10	Alu	670528	B	0.947667	0.943889	0.894492
8	Total	10000000	B	0.969415	0.944209	0.915331
8	Exome	83490	B	0.974739	0.951082	0.927057
8	NonConf	2375623	B	0.959811	0.776989	0.745763
8	Rep	3409357	B	0.962420	0.929589	0.894655
8	Alu	670528	B	0.947614	0.943848	0.894404
60	Total	10000000	B	0.969082	0.944216	0.915022
60	Exome	83490	B	0.974799	0.950925	0.926961
60	NonConf	2375623	B	0.958724	0.777073	0.744998
60	Rep	3409357	B	0.961322	0.929718	0.893758
60	Alu	670528	B	0.946888	0.943624	0.893506
70	Total	10000000	B	0.968992	0.944015	0.914743
70	Exome	83490	B	0.974620	0.950781	0.926650
70	NonConf	2375623	B	0.958445	0.776552	0.744283
70	Rep	3409357	B	0.961030	0.929376	0.893158
70	Alu	670528	B	0.947060	0.943223	0.893289
50	Total	10000000	B	0.969133	0.944230	0.915084
50	Exome	83490	B	0.974763	0.950641	0.926650
50	NonConf	2375623	B	0.958818	0.777136	0.745132
50	Rep	3409357	B	0.961409	0.929739	0.893859
50	Alu	670528	B	0.947107	0.943695	0.893781
80	Total	10000000	B	0.968978	0.944030	0.914745
80	Exome	83490	B	0.974500	0.950664	0.926422
80	NonConf	2375623	B	0.958369	0.776579	0.744249
80	Rep	3409357	B	0.960919	0.929411	0.893089
80	Alu	670528	B	0.947095	0.943210	0.893309
90	Total	10000000	B	0.968841	0.943897	0.914486
90	Exome	83490	B	0.974596	0.950251	0.926111
90	NonConf	2375623	B	0.957947	0.776207	0.743565
90	Rep	3409357	B	0.960453	0.929221	0.892473
90	Alu	670528	B	0.946902	0.943129	0.893050
30	Total	10000000	B	0.969279	0.944272	0.915263
30	Exome	83490	B	0.974787	0.950974	0.926997
30	NonConf	2375623	B	0.959425	0.777217	0.745681
30	Rep	3409357	B	0.962102	0.929733	0.894497
30	Alu	670528	B	0.947185	0.943964	0.894109
40	Total	10000000	B	0.969156	0.944279	0.915153
40	Exome	83490	B	0.974775	0.951047	0.927057
40	NonConf	2375623	B	0.959246	0.777222	0.745547
40	Rep	3409357	B	0.961932	0.929754	0.894361
40	Alu	670528	B	0.946936	0.943978	0.893887
100	Total	10000000	A	0.968234	0.943360	0.913393
100	Exome	83482	A	0.972976	0.949487	0.923828
100	NonConf	2375567	A	0.956332	0.774472	0.740652
100	Rep	3409405	A	0.958986	0.928152	0.890085
100	Alu	670574	A	0.943923	0.941193	0.888414
100	Total	10000000	B	0.968260	0.943501	0.913554
100	Exome	83490	B	0.972907	0.949722	0.923991
100	NonConf	2375623	B	0.956382	0.775019	0.741214
100	Rep	3409357	B	0.958985	0.928295	0.890222
100	Alu	670528	B	0.943916	0.941089	0.888309
