Pct	Region	Total	Hap	Aligned	Correct	Overall
6	Exome	83490	B	0.974656	0.951029	0.926925
6	NonConf	2375623	B	0.960268	0.776897	0.746029
6	Rep	3409357	B	0.962511	0.929491	0.894645
6	Alu	670528	B	0.947470	0.943800	0.894222
10	Total	10000000	B	0.969771	0.944268	0.915723
10	Exome	83490	B	0.974799	0.951048	0.927081
10	NonConf	2375623	B	0.960593	0.777335	0.746703
10	Rep	3409357	B	0.962780	0.929672	0.895070
10	Alu	670528	B	0.947999	0.943924	0.894840
15	Total	10000000	B	0.969791	0.944276	0.915750
15	Exome	83490	B	0.974835	0.951013	0.927081
15	NonConf	2375623	B	0.960617	0.777366	0.746751
15	Rep	3409357	B	0.962787	0.929715	0.895117
15	Alu	670528	B	0.947950	0.943955	0.894822
20	Total	10000000	B	0.969757	0.944272	0.915715
20	Exome	83490	B	0.974859	0.951039	0.927129
20	NonConf	2375623	B	0.960556	0.777352	0.746691
20	Rep	3409357	B	0.962717	0.929733	0.895069
20	Alu	670528	B	0.947874	0.943950	0.894746
40	Total	10000000	B	0.969569	0.944287	0.915552
40	Exome	83490	B	0.974739	0.950922	0.926901
40	NonConf	2375623	B	0.960195	0.777386	0.746442
40	Rep	3409357	B	0.962401	0.929763	0.894805
40	Alu	670528	B	0.947365	0.943944	0.894259
30	Total	10000000	B	0.969669	0.944295	0.915654
30	Exome	83490	B	0.974871	0.951052	0.927153
30	NonConf	2375623	B	0.960376	0.777418	0.746613
30	Rep	3409357	B	0.962557	0.929778	0.894964
30	Alu	670528	B	0.947617	0.943954	0.894507
80	Total	10000000	B	0.969351	0.944295	0.915353
80	Exome	83490	B	0.974620	0.951260	0.927117
80	NonConf	2375623	B	0.959816	0.777391	0.746152
80	Rep	3409357	B	0.962000	0.929803	0.894470
80	Alu	670528	B	0.946673	0.943920	0.893584
90	Total	10000000	B	0.969214	0.944339	0.915267
90	Exome	83490	B	0.974524	0.951219	0.926985
90	NonConf	2375623	B	0.959476	0.777477	0.745971
90	Rep	3409357	B	0.961745	0.929879	0.894307
90	Alu	670528	B	0.946465	0.943978	0.893442
50	Total	10000000	B	0.969502	0.944293	0.915494
50	Exome	83490	B	0.974692	0.951092	0.927021
50	NonConf	2375623	B	0.960074	0.777405	0.746366
50	Rep	3409357	B	0.962284	0.929764	0.894697
50	Alu	670528	B	0.947166	0.943925	0.894054
70	Total	10000000	B	0.969398	0.944291	0.915393
70	Exome	83490	B	0.974608	0.951333	0.927177
70	NonConf	2375623	B	0.959887	0.777373	0.746190
70	Rep	3409357	B	0.962103	0.929781	0.894545
70	Alu	670528	B	0.946873	0.943952	0.893803
60	Total	10000000	B	0.969451	0.944303	0.915456
60	Exome	83490	B	0.974775	0.951366	0.927369
60	NonConf	2375623	B	0.959990	0.777419	0.746315
60	Rep	3409357	B	0.962188	0.929791	0.894633
60	Alu	670528	B	0.946994	0.943972	0.893936
100	Total	10000000	A	0.968234	0.943360	0.913393
100	Exome	83482	A	0.972976	0.949487	0.923828
100	NonConf	2375567	A	0.956332	0.774472	0.740652
100	Rep	3409405	A	0.958986	0.928152	0.890085
100	Alu	670574	A	0.943923	0.941193	0.888414
100	Total	10000000	B	0.968260	0.943501	0.913554
100	Exome	83490	B	0.972907	0.949722	0.923991
100	NonConf	2375623	B	0.956382	0.775019	0.741214
100	Rep	3409357	B	0.958985	0.928295	0.890222
100	Alu	670528	B	0.943916	0.941089	0.888309
