Pct	DelSNPs	Total	Hap	Aligned	Correct	Overall
90	2	75	A	0.986667	1.000000	0.986667
90	3	11	A	0.727273	1.000000	0.727273
2	0	7622674	B	0.969739	0.995780	0.965647
2	1	1623	B	0.958102	0.998071	0.956254
2	2	65	B	0.892308	1.000000	0.892308
2	3	15	B	0.800000	1.000000	0.800000
6	0	7622674	B	0.971082	0.995809	0.967012
6	1	1623	B	0.972890	0.998733	0.971657
6	2	65	B	0.938462	1.000000	0.938462
6	3	15	B	0.800000	1.000000	0.800000
4	0	7622674	B	0.970657	0.995802	0.966582
4	1	1623	B	0.966112	0.998087	0.964264
4	2	65	B	0.907692	1.000000	0.907692
4	3	15	B	0.800000	1.000000	0.800000
8	0	7622674	B	0.971254	0.995812	0.967187
8	1	1623	B	0.975970	0.998737	0.974738
8	2	65	B	0.938462	1.000000	0.938462
8	3	15	B	0.800000	1.000000	0.800000
20	0	7622674	B	0.971282	0.995806	0.967208
20	1	1623	B	0.975970	0.998737	0.974738
20	2	65	B	0.938462	1.000000	0.938462
20	3	15	B	0.800000	1.000000	0.800000
10	0	7622674	B	0.971313	0.995811	0.967244
10	1	1623	B	0.975970	0.998737	0.974738
10	2	65	B	0.938462	1.000000	0.938462
10	3	15	B	0.800000	1.000000	0.800000
30	0	7622674	B	0.971199	0.995815	0.967135
30	1	1623	B	0.975970	0.998737	0.974738
30	2	65	B	0.923077	1.000000	0.923077
30	3	15	B	0.800000	1.000000	0.800000
15	0	7622674	B	0.971318	0.995809	0.967248
15	1	1623	B	0.975970	0.998737	0.974738
15	2	65	B	0.938462	1.000000	0.938462
15	3	15	B	0.800000	1.000000	0.800000
40	0	7622674	B	0.971111	0.995830	0.967062
40	1	1623	B	0.975354	0.998737	0.974122
40	2	65	B	0.923077	1.000000	0.923077
40	3	15	B	0.800000	1.000000	0.800000
60	0	7622674	B	0.970992	0.995839	0.966952
60	1	1623	B	0.975354	0.998737	0.974122
60	2	65	B	0.923077	1.000000	0.923077
60	3	15	B	0.800000	1.000000	0.800000
50	0	7622674	B	0.971055	0.995838	0.967014
50	1	1623	B	0.975354	0.998737	0.974122
50	2	65	B	0.938462	1.000000	0.938462
50	3	15	B	0.800000	1.000000	0.800000
80	0	7622674	B	0.970854	0.995873	0.966848
80	1	1623	B	0.975354	0.998737	0.974122
80	2	65	B	0.923077	1.000000	0.923077
80	3	15	B	0.800000	1.000000	0.800000
70	0	7622674	B	0.970916	0.995854	0.966891
70	1	1623	B	0.975354	0.998737	0.974122
70	2	65	B	0.923077	1.000000	0.923077
70	3	15	B	0.800000	1.000000	0.800000
90	0	7622674	B	0.970723	0.995910	0.966753
90	1	1623	B	0.975970	0.998737	0.974738
90	2	65	B	0.938462	1.000000	0.938462
90	3	15	B	0.800000	1.000000	0.800000
100	0	7622824	A	0.969935	0.995553	0.965622
100	1	1523	A	0.979645	0.999330	0.978989
100	2	75	A	0.986667	1.000000	0.986667
100	3	11	A	0.727273	1.000000	0.727273
100	0	7622674	B	0.969952	0.995561	0.965647
100	1	1623	B	0.975354	0.999368	0.974738
100	2	65	B	0.938462	1.000000	0.938462
100	3	15	B	0.800000	1.000000	0.800000
