Pct	DelSNPs	Total	Hap	Aligned	Correct	Overall
2	1	2727	B	0.987165	1.000000	0.987165
2	2	186	B	0.973118	1.000000	0.973118
2	3	26	B	1.000000	1.000000	1.000000
2	4	3	B	0.666667	1.000000	0.666667
15	0	9997058	B	0.988708	0.945106	0.934434
15	1	2727	B	0.993766	1.000000	0.993766
15	2	186	B	0.994624	1.000000	0.994624
15	3	26	B	1.000000	1.000000	1.000000
15	4	3	B	1.000000	1.000000	1.000000
6	0	9997058	B	0.988585	0.945068	0.934280
6	1	2727	B	0.990832	1.000000	0.990832
6	2	186	B	0.994624	1.000000	0.994624
6	3	26	B	1.000000	1.000000	1.000000
6	4	3	B	1.000000	1.000000	1.000000
20	0	9997058	B	0.988547	0.945015	0.934192
20	1	2727	B	0.993766	1.000000	0.993766
20	2	186	B	0.994624	1.000000	0.994624
20	3	26	B	1.000000	1.000000	1.000000
20	4	3	B	1.000000	1.000000	1.000000
10	0	9997058	B	0.988825	0.945154	0.934591
10	1	2727	B	0.993766	1.000000	0.993766
10	2	186	B	0.994624	1.000000	0.994624
10	3	26	B	1.000000	1.000000	1.000000
10	4	3	B	1.000000	1.000000	1.000000
50	0	9997058	B	0.987804	0.944550	0.933030
50	1	2727	B	0.993033	1.000000	0.993033
50	2	186	B	0.989247	1.000000	0.989247
50	3	26	B	1.000000	1.000000	1.000000
50	4	3	B	1.000000	1.000000	1.000000
60	0	9997058	B	0.987623	0.944456	0.932766
60	1	2727	B	0.992666	1.000000	0.992666
60	2	186	B	0.989247	1.000000	0.989247
60	3	26	B	1.000000	1.000000	1.000000
60	4	3	B	1.000000	1.000000	1.000000
30	0	9997058	B	0.988241	0.944866	0.933755
30	1	2727	B	0.993033	1.000000	0.993033
30	2	186	B	0.994624	1.000000	0.994624
30	3	26	B	1.000000	1.000000	1.000000
30	4	3	B	0.666667	1.000000	0.666667
70	0	9997058	B	0.987524	0.944382	0.932601
70	1	2727	B	0.993033	1.000000	0.993033
70	2	186	B	0.989247	1.000000	0.989247
70	3	26	B	1.000000	1.000000	1.000000
70	4	3	B	1.000000	1.000000	1.000000
80	0	9997058	B	0.987408	0.944332	0.932442
80	1	2727	B	0.992666	1.000000	0.992666
80	2	186	B	0.989247	1.000000	0.989247
80	3	26	B	1.000000	1.000000	1.000000
80	4	3	B	0.666667	1.000000	0.666667
40	0	9997058	B	0.987995	0.944694	0.933353
40	1	2727	B	0.993033	1.000000	0.993033
40	2	186	B	0.989247	1.000000	0.989247
40	3	26	B	1.000000	1.000000	1.000000
40	4	3	B	1.000000	1.000000	1.000000
90	0	9997058	B	0.987235	0.944219	0.932167
90	1	2727	B	0.992299	1.000000	0.992299
90	2	186	B	0.989247	1.000000	0.989247
90	3	26	B	1.000000	1.000000	1.000000
90	4	3	B	0.666667	1.000000	0.666667
