Pct	RareSNPs	Total	Hap	Aligned	Correct	Overall
50	3	43	A	0.813953	1.000000	0.813953
50	4	2	A	1.000000	1.000000	1.000000
80	0	7593243	A	0.970537	0.995765	0.966427
80	1	30500	A	0.960787	0.998123	0.958984
80	2	645	A	0.953488	0.995122	0.948837
80	3	43	A	0.813953	1.000000	0.813953
80	4	2	A	1.000000	1.000000	1.000000
90	0	7593243	A	0.970407	0.995704	0.966237
90	1	30500	A	0.963508	0.998367	0.961934
90	2	645	A	0.955039	0.995130	0.950388
90	3	43	A	0.883721	1.000000	0.883721
90	4	2	A	1.000000	1.000000	1.000000
100	0	7593243	A	0.969956	0.995539	0.965629
100	1	30500	A	0.965508	0.999083	0.964623
100	2	645	A	0.961240	0.996774	0.958140
100	3	43	A	0.883721	1.000000	0.883721
100	4	2	A	1.000000	1.000000	1.000000
15	0	7598108	B	0.971182	0.995802	0.967105
15	1	25875	B	0.947362	0.997226	0.944734
15	2	358	B	0.921788	0.990909	0.913408
15	3	36	B	1.000000	1.000000	1.000000
2	0	7598108	B	0.969911	0.995779	0.965817
2	1	25875	B	0.922551	0.996942	0.919729
2	2	358	B	0.798883	0.989510	0.790503
2	3	36	B	0.638889	1.000000	0.638889
10	0	7598108	B	0.971222	0.995803	0.967147
10	1	25875	B	0.940715	0.997289	0.938164
10	2	358	B	0.896648	0.990654	0.888268
10	3	36	B	0.972222	1.000000	0.972222
20	0	7598108	B	0.971130	0.995808	0.967059
20	1	25875	B	0.950415	0.997316	0.947865
20	2	358	B	0.921788	0.990909	0.913408
20	3	36	B	1.000000	1.000000	1.000000
4	0	7598108	B	0.970793	0.995796	0.966712
4	1	25875	B	0.924676	0.996991	0.921894
4	2	358	B	0.801676	0.989547	0.793296
4	3	36	B	0.638889	1.000000	0.638889
6	0	7598108	B	0.971140	0.995807	0.967067
6	1	25875	B	0.925797	0.996994	0.923014
6	2	358	B	0.804469	0.989583	0.796089
6	3	36	B	0.694444	1.000000	0.694444
8	0	7598108	B	0.971228	0.995806	0.967154
8	1	25875	B	0.932560	0.997265	0.930010
8	2	358	B	0.868715	0.990354	0.860335
8	3	36	B	0.944444	1.000000	0.944444
30	0	7598108	B	0.971030	0.995823	0.966974
30	1	25875	B	0.950725	0.997398	0.948251
30	2	358	B	0.921788	0.990909	0.913408
30	3	36	B	0.972222	1.000000	0.972222
40	0	7598108	B	0.970873	0.995854	0.966848
40	1	25875	B	0.950570	0.997398	0.948097
40	2	358	B	0.918994	0.990881	0.910615
40	3	36	B	0.944444	1.000000	0.944444
60	0	7598108	B	0.970750	0.995836	0.966708
60	1	25875	B	0.957179	0.997699	0.954976
60	2	358	B	0.949721	0.991176	0.941341
60	3	36	B	1.000000	1.000000	1.000000
50	0	7598108	B	0.970817	0.995819	0.966758
50	1	25875	B	0.956599	0.997697	0.954396
50	2	358	B	0.941341	0.991098	0.932961
50	3	36	B	1.000000	1.000000	1.000000
70	0	7598108	B	0.970584	0.995783	0.966490
70	1	25875	B	0.958184	0.997983	0.956251
70	2	358	B	0.949721	0.997059	0.946927
70	3	36	B	1.000000	1.000000	1.000000
80	0	7598108	B	0.970575	0.995783	0.966482
80	1	25875	B	0.960039	0.997826	0.957952
80	2	358	B	0.949721	1.000000	0.949721
80	3	36	B	1.000000	1.000000	1.000000
90	0	7598108	B	0.970426	0.995721	0.966274
90	1	25875	B	0.962435	0.998073	0.960580
90	2	358	B	0.955307	1.000000	0.955307
90	3	36	B	1.000000	1.000000	1.000000
100	0	7598108	B	0.969971	0.995551	0.965656
100	1	25875	B	0.964599	0.998678	0.963324
100	2	358	B	0.960894	1.000000	0.960894
100	3	36	B	1.000000	1.000000	1.000000
