Pct	Region	Total	Hap	Aligned	Correct	Overall
30	Exome	83490	B	0.974943	0.950416	0.926602
30	NonConf	2375623	B	0.959633	0.778141	0.746730
30	Rep	3409357	B	0.962021	0.930374	0.895040
30	Alu	670528	B	0.950178	0.944580	0.897520
70	Total	10000000	B	0.968998	0.943959	0.914694
70	Exome	83490	B	0.974704	0.949298	0.925284
70	NonConf	2375623	B	0.958098	0.776561	0.744022
70	Rep	3409357	B	0.960680	0.929497	0.892948
70	Alu	670528	B	0.948309	0.943457	0.894689
6	Total	10000000	B	0.969761	0.944609	0.916045
6	Exome	83490	B	0.974728	0.950983	0.926949
6	NonConf	2375623	B	0.960752	0.778724	0.748160
6	Rep	3409357	B	0.963091	0.930689	0.896339
6	Alu	670528	B	0.950983	0.945510	0.899165
10	Total	10000000	B	0.970029	0.944645	0.916333
10	Exome	83490	B	0.974919	0.951103	0.927249
10	NonConf	2375623	B	0.961064	0.778987	0.748657
10	Rep	3409357	B	0.963236	0.930761	0.896542
10	Alu	670528	B	0.951452	0.945634	0.899725
4	Total	10000000	B	0.969265	0.944433	0.915406
4	Exome	83490	B	0.974476	0.951179	0.926901
4	NonConf	2375623	B	0.960201	0.777975	0.747012
4	Rep	3409357	B	0.962651	0.930296	0.895551
4	Alu	670528	B	0.949962	0.945194	0.897898
20	Total	10000000	B	0.969833	0.944506	0.916014
20	Exome	83490	B	0.975039	0.950667	0.926937
20	NonConf	2375623	B	0.960381	0.778523	0.747678
20	Rep	3409357	B	0.962633	0.930563	0.895791
20	Alu	670528	B	0.950849	0.945088	0.898637
2	Total	10000000	B	0.968134	0.944118	0.914033
2	Exome	83490	B	0.974057	0.951011	0.926338
2	NonConf	2375623	B	0.958650	0.776606	0.744494
2	Rep	3409357	B	0.961357	0.929687	0.893761
2	Alu	670528	B	0.947595	0.944591	0.895090
50	Total	10000000	B	0.969206	0.944141	0.915066
50	Exome	83490	B	0.974883	0.949529	0.925680
50	NonConf	2375623	B	0.958610	0.777221	0.745052
50	Rep	3409357	B	0.961150	0.929901	0.893775
50	Alu	670528	B	0.949054	0.944002	0.895909
80	Total	10000000	B	0.968856	0.943838	0.914443
80	Exome	83490	B	0.974500	0.949521	0.925308
80	NonConf	2375623	B	0.957766	0.776165	0.743384
80	Rep	3409357	B	0.960327	0.929212	0.892348
80	Alu	670528	B	0.947623	0.943085	0.893690
8	Total	10000000	B	0.969983	0.944679	0.916323
8	Exome	83490	B	0.974811	0.951061	0.927105
8	NonConf	2375623	B	0.961042	0.779070	0.748719
8	Rep	3409357	B	0.963267	0.930816	0.896625
8	Alu	670528	B	0.951425	0.945636	0.899701
100	Total	10000000	B	0.968260	0.943501	0.913554
100	Exome	83490	B	0.972907	0.949722	0.923991
100	NonConf	2375623	B	0.956382	0.775019	0.741214
100	Rep	3409357	B	0.958985	0.928295	0.890222
100	Alu	670528	B	0.943916	0.941089	0.888309
15	Total	10000000	B	0.969953	0.944589	0.916206
15	Exome	83490	B	0.974907	0.950673	0.926818
15	NonConf	2375623	B	0.960730	0.778824	0.748239
15	Rep	3409357	B	0.962955	0.930692	0.896214
15	Alu	670528	B	0.951161	0.945433	0.899258
90	Total	10000000	B	0.968661	0.943752	0.914175
90	Exome	83490	B	0.973865	0.949587	0.924769
90	NonConf	2375623	B	0.957290	0.775821	0.742686
90	Rep	3409357	B	0.959907	0.928985	0.891739
90	Alu	670528	B	0.946793	0.942913	0.892743
