Pct	Region	Total	Hap	Aligned	Correct	Overall
80	Total	8384247	A	0.970822	0.997162	0.968066
80	Exome	73771	A	0.974190	0.995603	0.969907
80	NonConf	1185057	A	0.960997	0.988607	0.950048
80	Rep	2673883	A	0.964978	0.993245	0.958459
80	Alu	560997	A	0.945397	0.989189	0.935176
60	Total	8384247	A	0.971012	0.997231	0.968324
60	Exome	73771	A	0.975302	0.995330	0.970747
60	NonConf	1185057	A	0.961554	0.988878	0.950859
60	Rep	2673883	A	0.965450	0.993453	0.959129
60	Alu	560997	A	0.946604	0.989539	0.936702
100	Total	8384247	A	0.970616	0.997110	0.967811
100	Exome	73771	A	0.973974	0.995588	0.969676
100	NonConf	1185057	A	0.960542	0.988453	0.949451
100	Rep	2673883	A	0.964546	0.993106	0.957896
100	Alu	560997	A	0.943985	0.988766	0.933381
70	Total	8384247	A	0.970921	0.997195	0.968197
70	Exome	73771	A	0.974746	0.995647	0.970503
70	NonConf	1185057	A	0.961269	0.988731	0.950436
70	Rep	2673883	A	0.965223	0.993326	0.958782
70	Alu	560997	A	0.946176	0.989294	0.936046
0	Total	8384251	B	0.967489	0.997368	0.964943
0	Exome	73775	B	0.973243	0.995822	0.969177
0	NonConf	1185117	B	0.954904	0.988645	0.944061
0	Rep	2673858	B	0.962663	0.993894	0.956785
0	Alu	560974	B	0.946017	0.990976	0.937480
6	Total	8384251	B	0.971466	0.997663	0.969195
6	Exome	73775	B	0.975358	0.995900	0.971359
6	NonConf	1185117	B	0.963351	0.990213	0.953923
6	Rep	2673858	B	0.966934	0.994641	0.961752
6	Alu	560974	B	0.951110	0.992593	0.944065
2	Total	8384251	B	0.969659	0.997543	0.967277
2	Exome	73775	B	0.974612	0.995995	0.970708
2	NonConf	1185117	B	0.959677	0.989508	0.949608
2	Rep	2673858	B	0.964838	0.994330	0.959368
2	Alu	560974	B	0.947577	0.991995	0.939992
4	Total	8384251	B	0.970884	0.997625	0.968578
4	Exome	73775	B	0.975114	0.995927	0.971142
4	NonConf	1185117	B	0.962210	0.989963	0.952552
4	Rep	2673858	B	0.966309	0.994536	0.961029
4	Alu	560974	B	0.950071	0.992433	0.942881
10	Total	8384251	B	0.971752	0.997653	0.969472
10	Exome	73775	B	0.975601	0.995818	0.971522
10	NonConf	1185117	B	0.963842	0.990256	0.954450
10	Rep	2673858	B	0.967167	0.994608	0.961952
10	Alu	560974	B	0.951401	0.992539	0.944302
8	Total	8384251	B	0.971704	0.997662	0.969432
8	Exome	73775	B	0.975439	0.995928	0.971467
8	NonConf	1185117	B	0.963816	0.990238	0.954407
8	Rep	2673858	B	0.967170	0.994630	0.961976
8	Alu	560974	B	0.951495	0.992585	0.944439
50	Total	8384251	B	0.971168	0.997326	0.968571
50	Exome	73775	B	0.975425	0.995317	0.970857
50	NonConf	1185117	B	0.961906	0.989209	0.951526
50	Rep	2673858	B	0.965769	0.993725	0.959708
50	Alu	560974	B	0.947650	0.990218	0.938380
40	Total	8384251	B	0.971330	0.997390	0.968795
40	Exome	73775	B	0.975439	0.995414	0.970966
40	NonConf	1185117	B	0.962411	0.989417	0.952226
40	Rep	2673858	B	0.966128	0.993908	0.960242
40	Alu	560974	B	0.948636	0.990602	0.939721
20	Total	8384251	B	0.971667	0.997562	0.969299
20	Exome	73775	B	0.975629	0.995818	0.971549
20	NonConf	1185117	B	0.963498	0.989944	0.953810
20	Rep	2673858	B	0.966898	0.994354	0.961439
20	Alu	560974	B	0.950559	0.991863	0.942824
30	Total	8384251	B	0.971477	0.997482	0.969031
30	Exome	73775	B	0.975479	0.995762	0.971345
30	NonConf	1185117	B	0.962868	0.989715	0.952965
30	Rep	2673858	B	0.966463	0.994163	0.960822
30	Alu	560974	B	0.949559	0.991295	0.941293
90	Total	8384251	B	0.970755	0.997144	0.967982
90	Exome	73775	B	0.974219	0.995770	0.970098
90	NonConf	1185117	B	0.960876	0.988572	0.949894
90	Rep	2673858	B	0.964754	0.993200	0.958193
90	Alu	560974	B	0.944816	0.989074	0.934493
80	Total	8384251	B	0.970845	0.997169	0.968096
80	Exome	73775	B	0.974151	0.995728	0.969990
80	NonConf	1185117	B	0.961081	0.988654	0.950176
80	Rep	2673858	B	0.964973	0.993265	0.958474
80	Alu	560974	B	0.945391	0.989201	0.935182
100	Total	8384251	B	0.970641	0.997121	0.967846
100	Exome	73775	B	0.973948	0.995867	0.969922
100	NonConf	1185117	B	0.960626	0.988520	0.949598
100	Rep	2673858	B	0.964543	0.993116	0.957904
100	Alu	560974	B	0.943971	0.988766	0.933366
15	Total	8384251	B	0.971725	0.997621	0.969413
15	Exome	73775	B	0.975466	0.995970	0.971535
15	NonConf	1185117	B	0.963654	0.990169	0.954181
15	Rep	2673858	B	0.967039	0.994511	0.961731
15	Alu	560974	B	0.951007	0.992274	0.943659
60	Total	8384251	B	0.971032	0.997255	0.968367
60	Exome	73775	B	0.975317	0.995191	0.970627
60	NonConf	1185117	B	0.961614	0.989001	0.951037
60	Rep	2673858	B	0.965444	0.993528	0.959196
60	Alu	560974	B	0.946586	0.989629	0.936769
70	Total	8384251	B	0.970941	0.997203	0.968225
70	Exome	73775	B	0.974761	0.995592	0.970464
70	NonConf	1185117	B	0.961336	0.988753	0.950524
70	Rep	2673858	B	0.965215	0.993356	0.958802
70	Alu	560974	B	0.946142	0.989379	0.936093
